Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Total_Hours_Worked,Average_Hours_Per_Day,Max_Hours_Per_Day,Min_Hours_Per_Day
41,0,1,Research & Development,24,4,Life Sciences,3879,0,4,Manager,Single,137260,3.0,12,0,21.0,6,2,0,2,4,3,4,3,3,2867h 33min,10h 59min,11h 52min,10h 11min
20,0,1,Research & Development,1,3,Life Sciences,3880,1,1,Sales Representative,Single,47770,1.0,18,1,2.0,3,2,0,2,3,3,4,1,3,2014h 21min,7h 43min,8h 48min,7h 1min
33,0,0,Research & Development,18,2,Medical,3881,0,2,Healthcare Representative,Divorced,63850,1.0,13,0,7.0,6,6,1,2,2,3,3,4,3,2481h 24min,9h 30min,10h 13min,8h 35min
36,0,1,Research & Development,2,2,Technical Degree,3882,1,3,Sales Executive,Married,199730,6.0,12,0,10.0,2,3,0,2,3,3,1,3,2,1570h 5min,6h 0min,6h 56min,5h 12min
44,0,1,Research & Development,9,3,Technical Degree,3883,0,3,Healthcare Representative,Divorced,68610,4.0,12,0,8.0,2,2,2,2,2,3,3,4,3,2221h 22min,8h 30min,9h 18min,7h 44min
23,1,1,Human Resources,6,3,Life Sciences,3884,0,3,Laboratory Technician,Single,49690,1.0,12,0,5.0,3,5,1,2,3,3,4,3,3,2117h 52min,8h 6min,9h 11min,7h 14min
38,0,1,Research & Development,11,2,Life Sciences,3885,1,1,Sales Executive,Married,198450,7.0,11,1,7.0,3,0,0,0,3,3,4,3,2,1934h 24min,7h 24min,8h 1min,6h 29min
53,0,1,Research & Development,24,3,Life Sciences,3886,1,4,Research Director,Married,133200,3.0,11,0,11.0,2,4,1,2,3,3,2,4,3,2093h 54min,8h 1min,8h 46min,7h 1min
48,1,2,Sales,10,2,Marketing,3887,1,1,Healthcare Representative,Married,63470,2.0,12,1,19.0,3,9,7,7,1,3,4,3,3,2589h 3min,9h 55min,10h 37min,9h 16min
32,1,1,Sales,1,3,Life Sciences,3888,1,2,Research Scientist,Single,27430,1.0,19,1,1.0,2,1,0,0,3,3,4,2,3,1958h 0min,7h 30min,8h 18min,6h 41min
26,0,0,Research & Development,18,2,Medical,3889,1,1,Human Resources,Single,108800,1.0,23,1,7.0,5,7,5,7,3,4,4,4,3,1873h 48min,7h 10min,8h 16min,6h 34min
55,0,1,Research & Development,23,1,Life Sciences,3890,1,5,Laboratory Technician,Divorced,23420,5.0,11,2,8.0,2,4,1,2,3,3,1,2,3,2005h 28min,7h 41min,8h 46min,6h 59min
34,0,1,Sales,28,3,Life Sciences,3891,0,2,Research Scientist,Married,176500,1.0,19,1,15.0,6,15,4,13,1,3,2,4,4,2081h 16min,7h 58min,8h 41min,7h 12min
60,0,1,Sales,17,4,Medical,3892,1,1,Manager,Divorced,40250,3.0,13,1,19.0,5,1,0,0,2,3,3,4,4,1622h 45min,6h 13min,7h 14min,5h 14min
33,0,1,Sales,3,3,Life Sciences,3893,1,3,Manager,Married,97250,1.0,11,0,14.0,0,14,2,13,3,3,2,2,3,2042h 33min,7h 49min,8h 39min,7h 9min
37,0,2,Research & Development,13,3,Life Sciences,3894,1,1,Laboratory Technician,Divorced,119040,1.0,12,1,6.0,4,6,1,3,3,3,3,4,2,1698h 13min,6h 30min,7h 15min,5h 36min
34,0,1,Research & Development,7,2,Life Sciences,3895,1,1,Healthcare Representative,Married,21770,1.0,13,0,10.0,5,10,8,7,3,3,2,4,3,1853h 23min,7h 6min,7h 57min,6h 18min
23,1,1,Research & Development,12,2,Medical,3896,1,2,Research Scientist,Divorced,75250,1.0,14,2,3.0,2,3,0,2,3,3,3,4,3,2408h 22min,9h 13min,10h 1min,8h 16min
44,0,1,Human Resources,1,3,Life Sciences,3897,1,1,Research Scientist,Married,48340,1.0,14,0,9.0,1,8,6,7,4,3,3,4,3,2228h 11min,8h 32min,9h 24min,7h 42min
35,0,2,Research & Development,13,3,Life Sciences,3898,1,3,Sales Executive,Single,20420,0.0,16,0,6.0,2,5,1,4,3,3,1,4,4,2136h 22min,8h 11min,9h 1min,7h 24min
43,0,1,Research & Development,25,4,Life Sciences,3899,1,2,Sales Executive,Married,22200,1.0,11,0,10.0,2,10,8,8,1,3,4,4,3,2109h 37min,8h 4min,8h 54min,7h 15min
24,0,1,Research & Development,6,3,Life Sciences,3900,1,3,Sales Executive,Married,10520,1.0,13,0,5.0,3,5,0,4,3,3,3,3,3,1750h 43min,6h 42min,7h 34min,5h 57min
41,0,1,Sales,6,4,Marketing,3901,1,1,Research Scientist,Single,28210,1.0,17,0,10.0,3,10,8,7,3,3,4,3,3,1825h 46min,6h 59min,7h 46min,6h 5min
29,0,1,Research & Development,2,2,Life Sciences,3902,1,2,Research Scientist,Married,192370,9.0,11,1,9.0,2,5,1,2,3,3,4,3,3,2052h 54min,7h 51min,8h 35min,6h 50min
36,0,1,Human Resources,1,4,Life Sciences,3903,0,3,Research Scientist,Single,41070,3.0,11,1,17.0,2,13,6,7,1,3,3,4,2,1637h 43min,6h 16min,6h 59min,5h 32min
45,0,0,Sales,2,3,Life Sciences,3904,0,2,Manufacturing Director,Married,83960,3.0,15,2,25.0,3,23,14,4,2,3,3,3,2,1647h 53min,6h 18min,6h 59min,5h 33min
24,1,1,Sales,6,2,Medical,3905,0,2,Manager,Married,20070,1.0,12,0,1.0,2,1,0,0,2,3,4,3,3,1674h 40min,6h 24min,7h 4min,5h 35min
47,1,2,Research & Development,1,3,Medical,3906,0,2,Sales Executive,Married,196270,7.0,11,2,25.0,1,23,14,10,3,3,3,3,1,1777h 43min,6h 48min,7h 43min,6h 0min
26,0,1,Research & Development,9,1,Medical,3907,1,1,Sales Executive,Married,106860,1.0,14,1,3.0,2,3,0,2,3,3,4,3,4,2008h 41min,7h 41min,8h 22min,6h 56min
45,0,1,Research & Development,1,4,Life Sciences,3908,1,1,Research Director,Single,29420,1.0,22,1,21.0,4,21,8,6,3,4,4,2,3,1717h 0min,6h 34min,7h 34min,5h 42min
32,0,2,Sales,1,1,Marketing,3909,1,2,Laboratory Technician,Married,88580,6.0,16,1,10.0,2,5,1,3,3,3,1,3,2,1798h 12min,6h 53min,7h 49min,6h 4min
31,0,1,Research & Development,14,2,Life Sciences,3910,1,1,Sales Executive,Married,167560,1.0,11,2,6.0,5,5,0,3,3,3,2,3,4,1886h 51min,7h 13min,8h 15min,6h 24min
41,0,0,Sales,2,2,Medical,3911,1,2,Research Scientist,Married,107980,,14,2,10.0,5,3,1,2,1,3,3,2,3,2012h 28min,7h 42min,8h 31min,6h 47min
40,0,1,Research & Development,22,2,Technical Degree,3912,1,1,Healthcare Representative,Married,23230,2.0,16,1,18.0,2,1,0,0,3,3,2,1,3,2561h 0min,9h 48min,10h 48min,8h 56min
24,0,1,Research & Development,3,3,Life Sciences,3913,0,1,Research Scientist,Divorced,14160,1.0,15,1,6.0,3,6,1,2,2,3,2,1,4,1556h 41min,5h 57min,6h 58min,5h 12min
46,0,1,Research & Development,6,3,Medical,3914,1,4,Sales Executive,Single,46150,6.0,12,0,19.0,3,10,0,9,2,3,3,2,3,1989h 39min,7h 37min,8h 20min,6h 47min
35,0,1,Sales,8,4,Life Sciences,3915,1,1,Laboratory Technician,Married,24610,2.0,20,1,17.0,4,7,0,7,3,4,4,3,3,1931h 32min,7h 24min,8h 9min,6h 41min
30,0,1,Sales,9,4,Marketing,3916,1,1,Laboratory Technician,Married,87220,1.0,17,1,10.0,3,10,0,8,3,3,2,4,2,1908h 1min,7h 18min,8h 5min,6h 34min
47,0,0,Research & Development,3,2,Life Sciences,3917,0,2,Sales Executive,Married,39550,7.0,12,1,4.0,5,1,0,0,3,3,3,2,1,2015h 12min,7h 43min,8h 41min,6h 39min
46,0,1,Research & Development,1,4,Technical Degree,3918,0,3,Sales Executive,Divorced,99570,4.0,20,0,13.0,1,10,0,3,3,4,3,4,2,2566h 26min,9h 49min,10h 31min,8h 48min
36,1,1,Research & Development,1,3,Medical,3919,1,2,Manufacturing Director,Divorced,33760,5.0,20,0,16.0,3,2,2,2,3,4,2,1,3,2718h 46min,10h 25min,11h 7min,9h 41min
32,1,1,Research & Development,26,3,Medical,3920,0,2,Research Director,Single,88230,6.0,13,2,10.0,3,0,0,0,3,3,1,2,3,1825h 41min,6h 59min,7h 42min,6h 5min
23,0,1,Sales,6,4,Life Sciences,3921,1,3,Manufacturing Director,Single,103220,1.0,14,2,3.0,2,3,1,2,3,3,3,2,1,1566h 45min,6h 0min,7h 0min,5h 10min
31,0,2,Sales,3,3,Marketing,3922,1,2,Sales Executive,Single,46210,2.0,18,1,9.0,3,5,1,4,3,3,4,4,2,1694h 15min,6h 29min,7h 18min,5h 35min
39,0,0,Research & Development,3,3,Life Sciences,3923,0,2,Manufacturing Director,Married,109760,1.0,11,0,9.0,3,9,5,8,2,3,4,4,3,2659h 18min,10h 11min,11h 11min,9h 11min
32,0,1,Research & Development,6,3,Technical Degree,3924,1,1,Research Scientist,Married,36600,3.0,11,2,10.0,0,4,0,2,2,3,4,3,1,1979h 11min,7h 34min,8h 20min,6h 50min
40,0,1,Sales,6,3,Life Sciences,3925,1,3,Manufacturing Director,Single,104820,1.0,11,1,21.0,6,21,12,8,2,3,2,2,2,2062h 46min,7h 54min,8h 43min,7h 3min
45,0,1,Research & Development,19,4,Medical,3926,1,1,Sales Representative,Married,71190,4.0,15,0,9.0,2,5,0,3,3,3,3,3,4,2031h 55min,7h 47min,8h 43min,6h 50min
30,0,2,Sales,9,3,Life Sciences,3927,1,1,Research Director,Single,95820,0.0,12,1,10.0,2,9,0,7,3,3,4,1,3,1620h 57min,6h 12min,7h 0min,5h 27min
24,0,2,Sales,3,4,Marketing,3928,1,1,Sales Executive,Married,45080,0.0,11,1,3.0,5,2,2,1,3,3,1,4,3,1561h 30min,5h 58min,6h 44min,4h 44min
30,1,2,Research & Development,10,3,Life Sciences,3929,0,1,Human Resources,Divorced,22070,6.0,14,0,6.0,4,4,1,2,3,3,3,4,2,1751h 43min,6h 42min,7h 39min,6h 4min
31,0,1,Research & Development,3,2,Life Sciences,3930,1,3,Laboratory Technician,Married,77560,1.0,15,2,6.0,3,5,0,2,4,3,1,3,3,1984h 54min,7h 36min,8h 28min,6h 39min
27,0,1,Sales,3,3,Life Sciences,3931,1,1,Manager,Single,66940,1.0,13,1,6.0,2,6,1,4,2,3,3,4,2,1649h 53min,6h 19min,7h 26min,5h 33min
29,1,1,Sales,4,3,Marketing,3932,1,5,Research Scientist,Single,36910,1.0,13,0,2.0,3,2,2,2,3,3,2,2,3,1775h 6min,6h 48min,7h 33min,5h 56min
29,0,2,Research & Development,8,4,Life Sciences,3933,0,1,Sales Executive,Single,23770,8.0,21,1,10.0,2,3,0,2,3,4,4,3,4,2295h 50min,8h 47min,9h 37min,7h 57min
30,0,1,Sales,7,3,Life Sciences,3934,1,3,Sales Executive,Divorced,23130,2.0,11,0,12.0,5,7,1,7,3,3,3,1,3,2087h 9min,7h 59min,8h 46min,7h 9min
34,0,1,Research & Development,1,2,Medical,3935,0,2,Healthcare Representative,Married,176650,0.0,11,0,6.0,5,5,1,2,2,3,4,4,3,2588h 3min,9h 54min,10h 43min,9h 11min
33,0,0,Research & Development,2,4,Medical,3936,1,1,Sales Representative,Single,25960,8.0,14,1,13.0,4,11,1,7,3,3,4,2,2,1937h 6min,7h 25min,8h 13min,6h 32min
49,0,1,Sales,3,4,Marketing,3937,1,1,Sales Executive,Single,47280,3.0,11,1,8.0,4,5,0,4,3,3,4,4,4,2014h 51min,7h 43min,8h 28min,6h 39min
33,1,1,Research & Development,10,3,Life Sciences,3938,1,1,Sales Executive,Single,43020,2.0,13,0,11.0,3,0,0,0,1,3,1,1,2,2166h 56min,8h 18min,9h 3min,7h 34min
38,0,2,Research & Development,28,3,Medical,3939,1,1,Healthcare Representative,Married,29790,4.0,12,1,9.0,3,6,0,5,3,3,3,2,2,2063h 54min,7h 54min,8h 48min,6h 57min
31,1,1,Human Resources,9,4,Human Resources,3940,1,2,Laboratory Technician,Married,168850,2.0,14,2,10.0,2,1,0,0,3,3,1,3,3,1625h 33min,6h 13min,7h 1min,5h 15min
29,0,1,Research & Development,3,4,Other,3941,0,2,Sales Representative,Divorced,55930,1.0,13,1,1.0,3,1,0,0,3,3,4,1,3,1639h 19min,6h 16min,7h 0min,5h 27min
30,0,1,Research & Development,2,1,Medical,3942,1,1,Sales Representative,Married,104450,3.0,18,1,10.0,3,7,1,7,3,3,3,3,3,1771h 48min,6h 47min,7h 32min,5h 58min
32,0,0,Research & Development,10,4,Life Sciences,3943,0,1,Laboratory Technician,Single,87400,2.0,11,1,12.0,2,7,0,7,3,3,2,2,3,1561h 32min,5h 58min,6h 49min,5h 15min
38,0,1,Research & Development,8,2,Technical Degree,3944,0,1,Manufacturing Director,Married,25140,3.0,11,0,15.0,2,1,1,0,2,3,2,4,3,2356h 58min,9h 1min,9h 48min,8h 16min
43,1,2,Research & Development,1,4,Other,3945,1,3,Sales Executive,Married,76550,9.0,12,1,6.0,3,1,0,0,3,3,3,3,3,2192h 28min,8h 24min,9h 13min,7h 34min
42,0,1,Human Resources,1,3,Other,3946,0,1,Healthcare Representative,Divorced,174650,8.0,13,1,7.0,3,5,0,4,3,3,2,2,2,1751h 19min,6h 42min,7h 29min,6h 0min
55,0,1,Research & Development,3,2,Life Sciences,3947,0,1,Sales Executive,Married,73510,8.0,20,1,34.0,3,1,0,0,3,4,3,1,3,1986h 25min,7h 36min,8h 37min,6h 46min
33,0,0,Research & Development,14,3,Other,3948,1,1,Research Scientist,Divorced,108200,5.0,12,0,11.0,2,9,1,7,3,3,4,2,2,1756h 4min,6h 43min,7h 24min,5h 49min
41,0,1,Research & Development,5,3,Medical,3949,1,1,Sales Representative,Divorced,121690,1.0,19,0,5.0,2,5,0,4,3,3,3,1,3,1642h 46min,6h 17min,7h 10min,5h 40min
34,0,0,Research & Development,7,4,Medical,3950,0,1,Research Scientist,Divorced,196260,1.0,21,0,15.0,5,15,0,7,2,4,4,3,3,2135h 33min,8h 10min,9h 18min,7h 17min
53,0,0,Research & Development,10,4,Medical,3951,1,2,Healthcare Representative,Married,20700,4.0,13,2,27.0,2,3,0,2,4,3,1,3,2,2121h 26min,8h 7min,9h 1min,7h 17min
43,0,1,Sales,16,2,Marketing,3952,0,1,Laboratory Technician,Single,67820,0.0,16,1,10.0,2,9,1,8,3,3,2,4,3,1588h 35min,6h 5min,6h 47min,5h 16min
34,0,1,Sales,10,2,Life Sciences,3953,0,5,Sales Executive,Single,77790,5.0,12,1,6.0,2,2,2,2,3,3,4,4,3,2008h 50min,7h 41min,8h 28min,6h 51min
21,1,1,Sales,1,2,Marketing,3954,1,5,Healthcare Representative,Single,27910,1.0,14,0,1.0,3,1,1,0,4,3,2,2,3,1963h 48min,7h 31min,8h 22min,6h 50min
38,0,1,Research & Development,8,2,Life Sciences,3955,0,2,Sales Executive,Married,32010,1.0,11,1,5.0,3,5,0,4,2,3,4,3,3,1669h 15min,6h 23min,7h 21min,5h 39min
22,1,1,Research & Development,1,3,Other,3956,1,4,Research Scientist,Married,49680,1.0,14,0,1.0,3,1,0,0,3,3,3,1,3,2325h 26min,8h 54min,9h 41min,7h 49min
31,0,1,Research & Development,8,5,Life Sciences,3957,1,5,Sales Executive,Married,131200,1.0,12,2,13.0,6,12,5,7,2,3,1,4,3,1905h 23min,7h 18min,8h 0min,6h 27min
51,0,1,Research & Development,1,4,Life Sciences,3958,0,1,Manager,Married,40330,2.0,14,0,15.0,2,2,2,2,3,3,1,3,3,1744h 0min,6h 40min,7h 36min,5h 55min
37,0,1,Research & Development,24,1,Life Sciences,3959,1,2,Sales Executive,Married,32910,1.0,16,3,5.0,2,5,0,3,2,3,2,2,3,2087h 3min,7h 59min,8h 52min,7h 12min
46,0,1,Sales,3,4,Marketing,3960,0,1,Sales Representative,Divorced,42720,7.0,13,0,24.0,3,2,2,2,4,3,3,4,3,2608h 13min,9h 59min,10h 46min,9h 0min
36,0,1,Research & Development,27,3,Technical Degree,3961,0,4,Research Scientist,Married,50560,7.0,12,0,15.0,2,12,5,7,2,3,4,1,3,2475h 24min,9h 29min,10h 13min,8h 46min
44,1,2,Sales,10,4,Life Sciences,3962,1,1,Research Scientist,Divorced,28440,1.0,12,0,6.0,2,5,2,3,4,3,3,2,2,2425h 46min,9h 17min,10h 22min,8h 31min
37,0,1,Research & Development,19,2,Technical Degree,3963,1,2,Sales Executive,Divorced,27030,2.0,14,0,19.0,2,10,4,7,3,3,3,2,2,1587h 28min,6h 4min,6h 49min,5h 16min
35,1,1,Research & Development,15,4,Life Sciences,3964,1,2,Research Scientist,Single,19040,1.0,22,1,10.0,4,10,7,7,3,4,3,4,3,2242h 56min,8h 35min,9h 22min,7h 50min
33,0,1,Research & Development,8,5,Medical,3965,1,2,Laboratory Technician,Married,82240,6.0,19,0,14.0,3,10,7,6,3,3,4,1,3,2098h 46min,8h 2min,8h 48min,7h 16min
28,0,1,Sales,9,3,Medical,3966,0,2,Sales Executive,Married,47660,1.0,12,0,5.0,3,5,0,3,3,3,3,4,4,1922h 20min,7h 21min,8h 20min,6h 17min
39,0,1,Sales,3,4,Marketing,3967,0,2,Laboratory Technician,Single,26100,7.0,12,0,9.0,2,4,2,2,2,3,3,3,3,1800h 1min,6h 53min,7h 47min,5h 53min
46,0,0,Research & Development,9,2,Life Sciences,3968,1,2,Manufacturing Director,Single,57310,8.0,17,0,6.0,2,2,2,2,3,3,2,2,3,1752h 19min,6h 42min,7h 24min,5h 50min
40,0,1,Research & Development,2,2,Medical,3969,1,1,Research Director,Married,25390,4.0,12,1,7.0,3,4,0,2,3,3,3,1,2,1725h 23min,6h 36min,7h 30min,5h 56min
42,0,1,Research & Development,7,4,Other,3970,0,2,Laboratory Technician,Married,57140,5.0,11,0,10.0,2,0,0,0,3,3,2,1,2,1726h 28min,6h 36min,7h 30min,5h 54min
35,0,0,Sales,10,1,Life Sciences,3971,0,2,Research Director,Divorced,43230,2.0,18,3,15.0,3,7,1,7,3,3,2,4,3,1744h 12min,6h 40min,7h 34min,5h 46min
38,0,0,Sales,6,4,Marketing,3972,1,3,Sales Executive,Divorced,73360,5.0,11,0,13.0,3,11,3,8,3,3,1,2,3,2046h 56min,7h 50min,8h 54min,6h 57min
34,1,2,Research & Development,2,1,Life Sciences,3973,1,1,Manufacturing Director,Married,134990,4.0,23,2,11.0,2,7,0,7,4,4,4,1,2,2060h 9min,7h 53min,8h 46min,7h 14min
37,1,1,Research & Development,24,3,Life Sciences,3974,1,1,Laboratory Technician,Single,137580,1.0,11,1,10.0,5,10,0,8,3,3,4,1,1,1618h 54min,6h 12min,7h 0min,5h 25min
39,0,2,Research & Development,2,1,Medical,3975,1,2,Healthcare Representative,Divorced,51550,2.0,18,1,7.0,3,2,2,2,2,3,3,4,3,1614h 28min,6h 11min,7h 0min,5h 17min
43,0,0,Human Resources,8,5,Medical,3976,0,3,Sales Executive,Single,22580,4.0,18,0,7.0,2,3,1,2,3,3,1,3,2,1919h 24min,7h 21min,8h 11min,6h 32min
41,0,1,Research & Development,3,3,Life Sciences,3977,1,3,Research Scientist,Single,35970,3.0,13,1,11.0,2,3,1,2,1,3,2,2,1,2041h 44min,7h 49min,8h 50min,7h 3min
41,0,1,Research & Development,1,1,Technical Degree,3978,1,3,Laboratory Technician,Divorced,25150,0.0,18,0,23.0,2,22,13,5,2,3,3,3,4,2683h 5min,10h 16min,11h 13min,9h 18min
30,0,1,Sales,26,3,Marketing,3979,0,2,Manager,Single,44200,9.0,11,0,9.0,3,7,0,2,3,3,1,3,3,1849h 55min,7h 5min,7h 58min,6h 17min
26,1,1,Human Resources,2,1,Technical Degree,3980,0,3,Sales Executive,Married,65780,0.0,15,2,6.0,3,5,1,4,2,3,4,2,3,2270h 33min,8h 41min,9h 28min,7h 47min
46,1,1,Research & Development,10,3,Medical,3981,1,1,Sales Executive,Married,44220,4.0,11,1,13.0,2,9,3,7,3,3,4,2,4,2081h 52min,7h 58min,8h 52min,6h 57min
40,0,1,Sales,27,2,Medical,3982,0,3,Sales Executive,Divorced,102740,4.0,18,0,12.0,3,5,0,3,3,3,3,4,3,1729h 29min,6h 37min,7h 30min,5h 38min
34,0,1,Research & Development,2,3,Life Sciences,3983,1,2,Laboratory Technician,Married,53430,1.0,14,0,10.0,5,10,4,8,2,3,2,3,3,1932h 0min,7h 24min,8h 15min,6h 20min
58,0,0,Research & Development,2,4,Medical,3984,1,1,Laboratory Technician,Divorced,23760,4.0,12,1,37.0,3,16,14,14,3,3,2,2,2,1716h 19min,6h 34min,7h 30min,5h 55min
35,0,1,Research & Development,8,1,Technical Degree,3985,0,3,Manufacturing Director,Married,53460,0.0,14,0,6.0,3,5,0,3,2,3,2,3,4,1930h 5min,7h 23min,8h 15min,6h 32min
47,0,1,Research & Development,19,5,Medical,3986,0,2,Research Scientist,Divorced,28270,8.0,14,1,28.0,3,22,14,10,3,3,3,2,3,2790h 56min,10h 41min,11h 35min,9h 52min
40,0,1,Research & Development,1,4,Life Sciences,3987,1,2,Manager,Divorced,199430,2.0,13,1,15.0,3,7,7,7,3,3,2,1,3,1890h 45min,7h 14min,8h 11min,6h 19min
54,0,1,Sales,27,4,Medical,3988,1,1,Research Scientist,Married,31310,4.0,14,0,14.0,3,7,1,7,2,3,4,4,2,1843h 25min,7h 3min,7h 50min,6h 23min
31,0,2,Sales,8,4,Other,3989,0,3,Manufacturing Director,Married,25520,2.0,18,0,9.0,2,3,2,2,3,3,1,1,3,1953h 49min,7h 29min,8h 11min,6h 38min
28,0,1,Sales,1,2,Life Sciences,3990,1,3,Manager,Married,44770,1.0,15,0,3.0,6,3,1,2,3,3,3,1,3,1980h 57min,7h 35min,8h 20min,6h 53min
38,0,1,Research & Development,19,3,Medical,3991,0,2,Manufacturing Director,Married,64740,2.0,13,2,20.0,3,4,0,3,1,3,2,4,2,2475h 0min,9h 28min,10h 11min,8h 33min
26,0,1,Sales,8,3,Marketing,3992,0,1,Healthcare Representative,Single,30330,1.0,12,0,5.0,2,5,1,2,2,3,3,4,3,1599h 0min,6h 7min,7h 0min,5h 9min
58,0,2,Research & Development,10,4,Technical Degree,3993,0,1,Sales Representative,Married,29360,2.0,13,1,23.0,3,2,2,2,3,3,1,3,3,2505h 1min,9h 35min,10h 24min,8h 50min
18,0,0,Research & Development,2,3,Life Sciences,3994,1,3,Sales Representative,Single,186060,1.0,24,2,0.0,4,0,0,0,3,4,2,3,1,1987h 38min,7h 36min,8h 24min,6h 49min
31,1,1,Research & Development,2,3,Life Sciences,3995,1,3,Laboratory Technician,Married,21680,0.0,14,1,2.0,2,1,0,0,3,3,4,1,3,1579h 41min,6h 3min,6h 50min,5h 15min
29,1,1,Research & Development,8,2,Medical,3996,1,1,Manager,Divorced,28530,4.0,14,1,4.0,5,2,2,0,2,3,1,1,3,2275h 50min,8h 43min,9h 31min,7h 56min
45,0,0,Sales,1,4,Technical Degree,3997,1,1,Research Scientist,Married,170480,4.0,15,0,10.0,3,8,5,7,2,3,3,3,4,1873h 0min,7h 10min,8h 11min,6h 21min
36,0,1,Sales,2,3,Technical Degree,3998,0,5,Laboratory Technician,Married,22900,4.0,11,0,15.0,5,1,0,0,3,3,4,2,3,2784h 33min,10h 40min,11h 30min,9h 45min
43,0,2,Sales,8,3,Medical,3999,1,1,Research Director,Married,36000,1.0,23,0,7.0,2,7,7,7,3,4,1,4,3,1822h 49min,6h 59min,8h 0min,6h 11min
27,0,2,Sales,8,4,Life Sciences,4000,1,5,Research Scientist,Single,21070,0.0,13,0,6.0,2,5,0,2,3,3,4,4,2,2666h 30min,10h 12min,11h 1min,9h 39min
29,0,2,Research & Development,6,2,Medical,4001,1,1,Human Resources,Married,41150,1.0,11,0,11.0,1,11,3,10,3,3,4,4,4,2009h 26min,7h 41min,8h 31min,6h 49min
32,0,2,Sales,9,4,Life Sciences,4002,1,4,Sales Executive,Single,43270,8.0,13,0,4.0,4,0,0,0,3,3,4,4,4,1986h 0min,7h 36min,8h 30min,6h 58min
42,0,0,Research & Development,11,3,Medical,4003,1,1,Manager,Married,178560,3.0,18,0,10.0,2,6,3,3,3,3,3,3,2,1695h 0min,6h 29min,7h 14min,5h 44min
47,0,1,Sales,2,2,Life Sciences,4004,0,5,Manager,Single,31960,4.0,14,1,7.0,3,2,2,0,2,3,2,3,3,1594h 42min,6h 6min,6h 51min,5h 17min
46,0,1,Human Resources,1,3,Life Sciences,4005,0,1,Laboratory Technician,Divorced,190810,3.0,21,0,12.0,2,9,4,7,3,4,4,4,2,1874h 49min,7h 10min,7h 54min,6h 31min
28,0,0,Research & Development,7,3,Life Sciences,4006,1,1,Sales Executive,Divorced,89660,1.0,16,1,3.0,3,3,2,2,2,3,3,4,3,2009h 0min,7h 41min,8h 30min,6h 50min
29,0,1,Research & Development,16,3,Medical,4007,0,1,Manufacturing Director,Divorced,22100,8.0,11,1,11.0,4,7,1,6,3,3,4,3,3,2096h 41min,8h 1min,8h 54min,7h 13min
42,0,1,Sales,2,4,Medical,4008,0,2,Research Director,Single,45390,4.0,17,1,8.0,5,0,0,0,3,3,4,3,3,1724h 20min,6h 36min,7h 19min,5h 53min
32,1,1,Research & Development,1,1,Medical,4009,1,2,Laboratory Technician,Single,27410,7.0,11,0,7.0,3,2,2,2,3,3,3,2,2,2706h 58min,10h 22min,11h 11min,9h 39min
46,0,1,Research & Development,23,1,Life Sciences,4010,1,2,Laboratory Technician,Divorced,34910,2.0,14,0,25.0,0,19,2,8,3,3,1,1,3,2069h 46min,7h 55min,8h 35min,6h 54min
27,0,1,Sales,2,3,Life Sciences,4011,0,5,Research Scientist,Married,45410,1.0,14,2,9.0,4,9,5,8,4,3,2,3,3,1841h 0min,7h 3min,7h 49min,6h 12min
29,0,1,Research & Development,1,2,Medical,4012,1,3,Sales Executive,Married,26780,1.0,25,1,1.0,3,1,0,0,3,4,4,2,3,2094h 7min,8h 1min,8h 56min,7h 15min
43,0,1,Research & Development,1,3,Life Sciences,4013,1,1,Manufacturing Director,Married,73790,7.0,13,2,21.0,3,16,6,14,2,3,1,3,3,1638h 9min,6h 16min,7h 12min,5h 25min
48,0,1,Research & Development,2,3,Life Sciences,4014,0,2,Manager,Married,62720,4.0,14,0,29.0,3,22,12,9,2,3,4,2,3,1594h 18min,6h 6min,6h 54min,5h 3min
29,1,2,Research & Development,13,2,Life Sciences,4015,0,1,Laboratory Technician,Single,52200,1.0,17,0,1.0,3,1,1,0,2,3,4,4,2,2242h 35min,8h 35min,9h 16min,7h 48min
46,1,1,Research & Development,4,4,Medical,4016,0,2,Sales Representative,Married,27430,5.0,25,1,14.0,1,8,0,7,4,4,3,2,3,2060h 50min,7h 53min,8h 39min,7h 14min
27,0,2,Research & Development,16,4,Medical,4017,1,3,Healthcare Representative,Married,49980,0.0,20,2,8.0,3,7,7,3,3,4,4,1,2,2005h 32min,7h 41min,8h 48min,6h 50min
39,0,1,Research & Development,2,3,Technical Degree,4018,1,3,Healthcare Representative,Divorced,102520,8.0,13,1,7.0,3,2,2,2,3,3,4,4,3,1693h 55min,6h 29min,7h 35min,5h 46min
55,0,1,Research & Development,2,3,Life Sciences,4019,0,1,Human Resources,Married,27810,8.0,13,1,19.0,2,5,0,4,3,3,2,4,4,1612h 47min,6h 10min,7h 9min,5h 15min
